r,z,u_r,v_z,v_theta,T,p
0.33140615651112226,0.9503115770727276,0.19955658041906343,0.015739301730450544,0.3067055826129826,0.07975923175037342,0.05369547836802361
0.39104566756924475,0.327270949189609,-0.08226357619790421,0.07118830862108559,-0.003556003581815845,0.4128228824675336,0.6739125579357109
0.5207690575113401,0.4486862201287527,-0.02561262115288468,0.05638403879492967,0.09010832120649427,0.41125709556624834,0.5516972964905622
0.6622780806152064,0.5366726383438248,0.016404831787326348,0.0021681217018162066,0.20200074695396752,0.4509698088597685,0.4633547435819436
0.44649454996042315,0.9490966671827118,0.22197695590814295,0.014248081836710433,0.41240245894381206,0.1251303579808245,0.05585101049631533
0.9289427644430007,0.9980870118080122,0.0657555593817582,-0.0013955635505746521,0.9262771796338827,0.4324238239014961,0.002345562310710981
0.94711167434196,0.8899724610637025,0.03906833860634614,-0.07802757774292017,0.7907991244034371,0.5035240313055642,0.11078900273328622
0.353866049319954,0.5610114277706645,0.027899899754195025,0.08178104890753948,0.12085132169285066,0.2821048765453238,0.4397352266660067
0.6530404541798698,0.5629285048053645,0.028516507477450548,0.006568137281252302,0.22490240258340047,0.431766664995043,0.4371571283572412
0.027792477894697076,0.46109069714556883,-0.0021026630893224442,0.013236278817309943,0.005326040564454491,0.2698408623409792,0.5389272648813308
0.11442580213248321,0.9651345694232242,0.09426653280547208,0.0063790596771809895,0.10844154484182025,0.02397934738521901,0.03575811773772884
0.4221988057538937,0.18329939228419467,-0.1545163099425991,0.04635364939309646,-0.09501622610024464,0.49747621964790967,0.8193030028008389
0.13194188381076244,0.6096145184814176,0.025109008202047502,0.0503713055577562,0.05467959004486241,0.2038970711110576,0.3907022545902308
0.6518666059755387,0.3306380440781135,-0.0768688305331808,0.0064055633797700925,-0.0026354535883837548,0.5471460139539773,0.6699569407568616
0.5045988817959647,0.09805755588938858,-0.20095422012001318,0.021698220766448232,-0.17807984131783616,0.5782812378101747,0.9060277852474586
0.20108598472349737,0.3042631241044931,-0.06289041930543163,0.05945554329255802,-0.008768417473349166,0.36808622457386275,0.6964858925423696
0.9312622222855206,0.715440421613809,0.02758193044621766,-0.15049513742789944,0.5337628442746881,0.5759044525211787,0.2869005333138492
0.27578056749120194,0.9750288823447141,0.1897509008710779,0.00787391284443851,0.26545074399440544,0.050513019530527656,0.02857785794377267
0.6125813726583842,0.08718095820432203,-0.1959449169531273,0.007909892211249834,-0.22618253975947689,0.6440374899618541,0.9166647394831341
0.9583051178258274,0.4184766904557955,-0.006514759024697366,-0.20403667857292387,0.1223899723189914,0.7499360041976887,0.5856906503730266
0.025980192534746482,0.8486331582864899,0.017644479025067293,0.006414457346569941,0.020081382998106252,0.0760209060588263,0.15140208900382182
0.8812911165454196,0.9809351171520427,0.10062805952592509,-0.010611927285684816,0.8560885487075938,0.3978694574749148,0.020088744784424243
0.5142157611328337,0.566565360738702,0.03325577626613687,0.05775243261548962,0.1798973767392084,0.3489262441293588,0.433878768274105
0.7775597431771009,0.4929152349221284,-0.0024507702811295516,-0.06465651001318624,0.18612669362264533,0.5558419596437554,0.5075034121340772
0.9042465346925735,0.3814321822058697,-0.02053232715983818,-0.1520625952698152,0.06523982612353924,0.718114806648829,0.6209222787280093
0.07976783906906826,0.008385220809858818,-0.07217389781073763,0.0011678036226535412,-0.038880613118355,0.498988843669945,0.9921358227191908
0.6486737374003024,0.13679108468691326,-0.16554780495863286,0.004134501492181285,-0.19123769247979927,0.6419932664529816,0.8659512322960078
0.841813065451536,0.3703674555900346,-0.03452473176833358,-0.10314735943177916,0.04676371197483096,0.6691408907874388,0.6308156778961078
0.8631890024069774,0.44403398873572975,-0.013218472121009668,-0.12563294116919688,0.14333338245388969,0.6505306325703115,0.5575618476554739
0.5718935066209073,0.37135704608008113,-0.06299164938726295,0.03795923947726972,0.032618271626225534,0.4778525684175383,0.6291838390953409
0.12917124510086964,0.8852883481216292,0.08667911686930796,0.021152132182038003,0.10694507474980963,0.06569843121963989,0.1155077200780798
0.3809343223683861,0.2891341895328071,-0.09945416972688219,0.06711472884310654,-0.02525545633937446,0.42798838421272717,0.7123053623375676
0.08635901525673617,0.6834947047087822,0.0289558812078263,0.03252395620978278,0.04535938681939807,0.16198158740366553,0.3166949203696236
0.24768993614578727,0.035950947909289765,-0.17294145889410745,0.01079018764003721,-0.11048793608484488,0.5126996782793072,0.9670515697260832
0.9424929174319728,0.5292567268074045,0.0031714302404837855,-0.19430566181582332,0.2769846160628246,0.6795180863010135,0.474519748010941
0.050821087051088676,0.47909843441834976,-0.0020165121559807047,0.023432436452099966,0.011111911336878541,0.2617421742353523,0.5209568801215859
0.6773837520896981,0.5323240463561567,0.014127871231451471,-0.0054219292677207915,0.2021896137276067,0.46326235061948046,0.46769885305009495
0.07610053712722664,0.621977390886701,0.017152276612397162,0.03170077544238284,0.0329489517275901,0.1919069504321757,0.37815252308896263
0.5934508203777222,0.7928465760813568,0.14130839704402068,0.021408801076048534,0.4090477663248629,0.2796686500628174,0.20919606390250967
0.6600792459038779,0.5451608660992477,0.02026590569739122,0.003234560164829854,0.20973443713470566,0.44527187238689214,0.4548812508320718
0.13777205001478054,0.5554256748870031,0.0131681329637432,0.05397862918532591,0.045897175782647875,0.23177773143913605,0.44488303432644466
0.14662078309298232,0.3115995761909678,-0.047146501085747805,0.04906778343871214,-0.004779930737649501,0.3549490389219158,0.6888634678026538
0.33265743909892753,0.7407949517827326,0.10691125728421254,0.0640056672384504,0.2033177077867222,0.18493301000256204,0.26075772245454043
0.6636163004154848,0.9870673679459793,0.2174558109297344,7.752182769111825e-05,0.6507428422579989,0.22665961311557786,0.017661335625694947
0.11407282036500821,0.42880046733174215,-0.014390879734212972,0.04631829578251541,0.016335307841043985,0.29210607050714266,0.57143478086263
0.053007945138214385,0.6510703706464784,0.01516689201881719,0.022169449826028833,0.02526388116341096,0.17586973580064877,0.34900178126543147
0.46941433362653584,0.9603243720979037,0.22930093481128525,0.01058379720010727,0.44147787097722047,0.13001272225807053,0.04494472144894656
0.643173166964097,0.6306755629900578,0.059980460871798126,0.010558711809175012,0.28686381528072197,0.3914980798562842,0.3696953512180885
0.9576381420686196,0.05166628661154782,-0.036375404230814,-0.04095826439793186,-0.40460266095690867,0.932702262266545,0.9486337883339968
0.5565530635267542,0.3398946404416626,-0.07902856616880216,0.04125023069342856,0.0054775733578208,0.48492833603967633,0.6609000691386332
0.15303836810361704,0.3889742768732891,-0.028781781311414047,0.056046810108974186,0.012772798798650488,0.31722323261926455,0.6114226867125958
0.9408058391745545,0.5285013669781563,0.0031744943471352137,-0.19280527397385638,0.27542283850989807,0.6783071300233907,0.4752170281304931
0.5675574029261041,0.9979283972666046,0.2444191055440785,0.0003488599818959737,0.5657937727252134,0.16209650417480972,0.008045684819220786
0.5403064996570511,0.8953504703160546,0.19639065140758602,0.019191193522687534,0.4554922680456174,0.1982903216278002,0.10854328867085748
0.46113635293115784,0.292434814751074,-0.10315558674372208,0.05883314042152391,-0.02828969054896537,0.46010596062178766,0.708975426597756
0.8633403016767629,0.5058677549623392,0.0013846003513213452,-0.1273296679995305,0.22343387942821755,0.6197443607684925,0.4957537211847612
0.2939842857932301,0.7337800303880544,0.09704560923726006,0.06420823779849494,0.17658755434783524,0.1763233649526506,0.2675740244192875
